cod_aero,aeropuerto,ciudad,pais,latitud,longitud
VYMM,Mawlamyine Airport,Mawlamyine,Myanmar ,16.44470024,97.66069794
VYPN,Pathein Airport,Pathein,Myanmar ,16.815201,94.7799
VYPU,Pakhokku Airport,Pakhokku,Myanmar ,21.4043,95.11125
VYEL,Naypyidaw Airport,Naypyidaw,Myanmar ,19.623501,96.200996
VYXG,Kyaukhtu South Airport,Kyauktu,Myanmar ,21.40670013,94.13030243
VYBP,Bokpyinn Airport,Bokepyin,Myanmar ,11.1494,98.735901
VYMY,Monywar Airport,Monywa,Myanmar ,22.221638,95.093479
VYYE,Ye Airport,Ye,Myanmar ,15.30000019,97.86699677
VYNT,Namtu Airport,Naypyidaw,Myanmar ,23.083,97.383003
VYML,Meiktila Air Base,Meiktila,Myanmar ,20.88640022,95.89279175
DIAP,Port Bouet Airport,Abidjan,Costa de Marfil,5.261390209,-3.926290035
DIBK,Bouaké Airport,Bouake,Costa de Marfil,7.738800049,-5.07366991
DIDL,Daloa Airport,Daloa,Costa de Marfil,6.792809963,-6.473189831
DIKO,Korhogo Airport,Korhogo,Costa de Marfil,9.387180328,-5.556660175
DIMN,Man Airport,Man,Costa de Marfil,7.272069931,-7.587359905
DISP,San Pedro Airport,San Pedro,Costa de Marfil,4.746719837,-6.660820007
DIYO,Yamoussoukro Airport,Yamoussoukro,Costa de Marfil,6.903170109,-5.365580082
DIOD,Odienne Airport,Odienne,Costa de Marfil,9.5,-7.566999912
LDDU,Dubrovnik Airport,Dubrovnik,Croacia,42.56140137,18.26819992
LDOC,Osijek-?epin Airfield,Cepin,Croacia,45.5427778,18.6319444
LDOS,Osijek Airport,Osijek,Croacia,45.46269989,18.81019974
LDPL,Pula Airport,Pula,Croacia,44.89350128,13.9222002
LDRG,Grobnicko Polje Airport,Grobnik,Croacia,45.37950134,14.50380039
LDRI,Rijeka Airport,Rijeka,Croacia,45.21689987,14.5703001
LDSP,Split Airport,Split,Croacia,43.53889847,16.29800034
LDVA,Varaždin Airport,Varazdin,Croacia,46.29464722,16.38293266
LDZA,Zagreb Airport,Zagreb,Croacia,45.74290085,16.06879997
LDZD,Zadar Airport,Zadar,Croacia,44.108299,15.3467
LDZU,Udbina Air Base,Udbina,Croacia,44.55759811,15.77439976
LDSB,Bol Airport,Brac,Croacia,43.28570175,16.67970085
LDLO,Lošinj Island Airport,Mali Losinj,Croacia,44.56579971,14.39309978
LDPV,Vrsar Crljenka Airport,Vsar,Croacia,45.14170074,13.63059998
EGYP,Mount Pleasant Airport,Mount Pleasant,Islas Malvinas,-51.82279968,-58.44720078
SFAL,Port Stanley Airport,Stanley,Islas Malvinas,-51.68569946,-57.77759933
LFAC,Calais-Dunkerque Airport,Calais,Francia ,50.96210098,1.954759955
LFAG,Péronne-Saint-Quentin Airport,Peronne,Francia ,49.8685,3.02958
LFAI,Nangis-Les Loges Airport,Nangis,Francia ,48.59619904,3.006789923
LFAO,Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,Francia ,48.54579926,-0.38744399
SCAR,Chacalluta Airport,Arica,Chile ,-18.348499,-70.338699
SCBA,Balmaceda Airport,Balmaceda,Chile ,-45.91609955,-71.6894989
SCBQ,El Bosque Airport,Santiago,Chile ,-33.5617981,-70.68840027
SCCC,Chile Chico Airport,Chile Chico,Chile ,-46.58330154,-71.68740082
SCCF,El Loa Airport,Calama,Chile ,-22.49819946,-68.9036026
SCCH,Gral. Bernardo O´Higgins Airport,Chillan,Chile ,-36.58250046,-72.03140259
SCCI,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile ,-53.002602,-70.854599
SCCY,Teniente Vidal Airport,Coyhaique,Chile ,-45.59420013,-72.10610199
SCDA,Diego Aracena Airport,Iquique,Chile ,-20.53520012,-70.1812973
SCEL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile ,-33.39300156,-70.78579712
SCFA,Andrés Sabella Gálvez International Airport,Antofagasta,Chile ,-23.444501,-70.445099
SCFM,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile ,-53.25370026,-70.31919861
SCFT,Futaleufú Airport,Futaleufu,Chile ,-43.18920135,-71.85109711
SCGE,María Dolores Airport,Los Angeles,Chile ,-37.40169907,-72.42539978
SCGZ,Guardiamarina Zañartu Airport,Puerto Williams,Chile ,-54.93109894,-67.626297
SCIE,Carriel Sur Airport,Concepcion,Chile ,-36.772701,-73.063103
SCIP,Mataveri Airport,Easter Island,Chile ,-27.16480064,-109.4219971
SCJO,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile ,-40.61119843,-73.06099701
SCLL,Vallenar Airport,Vallenar,Chile ,-28.59639931,-70.7559967
SCRG,De La Independencia Airport,Rancagua,Chile ,-34.17369843,-70.77570343
SCRM,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antártida ,-62.19079971,-58.98669815
SCSE,La Florida Airport,La Serena,Chile ,-29.916201,-71.199501
SCTB,Eulogio Sánchez Airport,Santiago,Chile ,-33.45629883,-70.54669952
SCTC,Maquehue Airport,Temuco,Chile ,-38.76679993,-72.63710022
SCTE,El Tepual Airport,Puerto Montt,Chile ,-41.43889999,-73.09400177
SCTN,Chaitén Airport,Chaiten,Chile ,-42.93280029,-72.69909668
SCVD,Pichoy Airport,Valdivia,Chile ,-39.65000153,-73.08609772
SEAM,Chachoán Airport,Ambato,Ecuador ,-1.212069988,-78.57460022
SECM,Hacienda Clementina Airport,Clementia,Ecuador ,-1.706269979,-79.37889862
SECO,Francisco De Orellana Airport,Coca,Ecuador ,-0.462886006,-76.98680115
SECU,Mariscal Lamar Airport,Cuenca,Ecuador ,-2.88947,-78.984398
SEGS,Seymour Airport,Galapagos,Ecuador ,-0.453758001,-90.26589966
SEGU,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador ,-2.15741992,-79.88359833
SEGZ,Gualaquiza Airport,Gualaquiza,Ecuador ,-3.423209906,-78.56700134
SEIB,Atahualpa Airport,Ibarra,Ecuador ,0.33841899,-78.13639832
SEKK,Km 192 Airport,Km-192,Ecuador ,0.184202999,-79.39199829
SELJ,Hacienda La Julia Airport,La Julia,Ecuador ,-1.704380035,-79.5522995
SELT,Cotopaxi International Airport,Latacunga,Ecuador ,-0.906833,-78.615799
SEMA,Jose Maria Velasco Ibarra Airport,Macara,Ecuador ,-4.378230095,-79.94100189
SEMC,Coronel E Carvajal Airport,Macas,Ecuador ,-2.299170017,-78.1207962
SEMH,General Manuel Serrano Airport,Machala,Ecuador ,-3.2689,-79.961601
SEMO,El Carmen Airport,Montalvo,Ecuador ,-2.067009926,-76.97570038
SEMT,Eloy Alfaro International Airport,Manta,Ecuador ,-0.946078002,-80.67880249
SEMX,Maragrosa Airport,Maragrosa,Ecuador ,-2.851099968,-79.8035965
SEPS,Amable Calle Gutierrez Airport,Pasaje,Ecuador ,-3.319669962,-79.76920319
SEPV,Reales Tamarindos Airport,Portoviejo,Ecuador ,-1.041650057,-80.47219849
SEQE,Quevedo Airport,Quevedo,Ecuador ,-0.989400029,-79.46510315
SEQM,Mariscal Sucre International Airport,Quito,Ecuador ,-0.129166667,-78.3575
SERB,Chimborazo Airport,Riobamba,Ecuador ,-1.653429985,-78.65609741
SERO,Santa Rosa International Airport,Santa Rosa,Ecuador ,-3.441986,-79.996957
SESA,General Ulpiano Paez Airport,Salinas,Ecuador ,-2.20499,-80.988899
SESD,Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador ,-0.248221993,-79.21440125
SETA,Taura Airport,Taura,Ecuador ,-2.261039972,-79.68019867
SETE,Mayor Galo Torres Airport,Tena,Ecuador ,-0.986766994,-77.81950378
SETR,Tarapoa Airport,Tarapoa,Ecuador ,-0.122956,-76.33779907
SETU,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador ,0.809505999,-77.70809937
SGAS,Silvio Pettirossi International Airport,Asuncion,Paraguay ,-25.23999977,-57.52000046
SGAY,Juan De Ayolas Airport,Ayolas,Paraguay ,-27.370554,-56.854064
SGCO,Teniente Col Carmelo Peralta Airport,Conception,Paraguay ,-23.442363,-57.427253
SGIB,Itaipú Airport,Itaipu,Paraguay ,-25.407519,-54.619377
SGME,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay ,-22.04999924,-60.61999893
SGPI,Carlos Miguel Gimenez Airport,Pilar,Paraguay ,-26.881224,-58.318026
SKAR,El Eden Airport,Armenia,Colombia ,4.45278,-75.7664
SKAS,Tres De Mayo Airport,Puerto Asis,Colombia ,0.505228,-76.5008
SKBC,Las Flores Airport,El Banco,Colombia ,9.04554,-73.9749
SKBG,Palonegro Airport,Bucaramanga,Colombia ,7.1265,-73.1848
SKBO,El Dorado International Airport,Bogota,Colombia ,4.70159,-74.1469
SKBQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia ,10.8896,-74.7808
SKBS,José Celestino Mutis Airport,Bahia Solano,Colombia ,6.20292,-77.3947
SKBU,Gerardo Tobar López Airport,Buenaventura,Colombia ,3.81963,-76.9898
SKCC,Camilo Daza International Airport,Cucuta,Colombia ,7.92757,-72.5115
SKCG,Rafael Nuñez International Airport,Cartagena,Colombia ,10.4424,-75.513
SKCL,Alfonso Bonilla Aragon International Airport,Cali,Colombia ,3.54322,-76.3816
SKCO,La Florida Airport,Tumaco,Colombia ,1.81442,-78.7492
SKCZ,Las Brujas Airport,Corozal,Colombia ,9.33274,-75.2856
SKEJ,Yariguíes Airport,Barrancabermeja,Colombia ,7.02433,-73.8068
SKFL,Gustavo Artunduaga Paredes Airport,Florencia,Colombia ,1.58919,-75.5644
SKGI,Santiago Vila Airport,Girardot,Colombia ,4.27624,-74.7967
SKGP,Juan Casiano Airport,Guapi,Colombia ,2.57013,-77.8986
SKGY,Guaymaral Airport,Guaymaral,Colombia ,4.81233,-74.0649
SKIB,Perales Airport,Ibague,Colombia ,4.42161,-75.1333
SKIP,San Luis Airport,Ipiales,Colombia ,0.861925,-77.6718
SKLC,Antonio Roldan Betancourt Airport,Carepa,Colombia ,7.81196,-76.7164
SKLM,Jorge Isaac Airport,La Mina,Colombia ,11.2325,-72.4901
SKLT,Alfredo Vásquez Cobo International Airport,Leticia,Colombia ,-4.19355,-69.9432
SKMD,Enrique Olaya Herrera Airport,Medellin,Colombia ,6.220549,-75.590582
SKMG,Baracoa Airport,Magangue,Colombia ,9.28474,-74.8461
SKMR,Los Garzones Airport,Monteria,Colombia ,8.82374,-75.8258
SKMU,Fabio Alberto Leon Bentley Airport,Mitu,Colombia ,1.25366,-70.2339
SKMZ,La Nubia Airport,Manizales,Colombia ,5.0296,-75.4647
